Date,Open,High,Low,Close,Adj Close,Volume,MACD,Signal Line,Buy_Signal_Price,Sell_Signal_Price,Daily_Return,Cumulative_Return,trade_return,portfolio_value,stock_returns
2018-05-02,4112.7998046875,4119.9501953125,3993.0,4016.5,3922.9931640625,217139,36.224215497424666,30.974465165935804,,,-0.6666812290783249,0.19496723005874397,-261538.59042830544,101683.53326006662,-0.02247589847800191
2018-05-03,4028.800048828125,4029.75,3981.5,3995.35009765625,3902.3359375,146828,29.24915178511492,30.62940248977163,,3995.35009765625,-0.16310162109036308,0.16316775877666506,-63647.73174454318,101148.10031476586,-0.0052657543492468095
2018-05-04,3998.89990234375,4034.300048828125,3960.0,3985.85009765625,3893.056884765625,212463,22.710825276316882,29.045687047080683,,,-0.0728312081473601,0.15128405377426352,-28353.60363038785,100907.5883312169,-0.0023777640927068466
2018-05-07,4005.0,4050.0,3970.0,4033.39990234375,3939.499755859375,133722,21.034236386289194,27.44339691492239,,,0.3465053656512842,0.20370479014452325,136505.78033871975,102111.38222788123,0.011929652024661008
2018-05-08,4046.199951171875,4076.75,4033.0,4064.10009765625,3969.48486328125,202627,21.872937575775723,26.329305047093058,,,0.20888266417358448,0.24625518941483224,82915.65736389042,102888.59277613553,0.007611493047009921
2018-05-09,4074.800048828125,4080.0,3955.0,3966.25,3873.913330078125,230272,14.656835430813317,23.99481112383711,,,-0.6339190444584317,0.09014933504805167,-245574.74365179063,100411.38958745806,-0.02407669479220742
2018-05-10,3967.0,4016.800048828125,3930.0,3998.550048828125,3905.461181640625,263132,11.352802417030034,21.466409382475696,,,0.1954056983483839,0.10776502881875864,76314.93695709908,101229.10628475588,0.008143724885754766
2018-05-11,4011.0,4085.0,3968.550048828125,4071.60009765625,3976.810302734375,97087,14.326463676763524,20.038420241333263,,,0.39217121134842664,0.15002737071160932,155959.05137262432,103078.46732730734,0.01826913454529211
2018-05-14,4085.0,4155.0,4055.75,4107.0498046875,4011.435302734375,346826,19.255098980807816,19.881755989228175,,,0.17446904630555427,0.17620250299939363,69987.12915844987,103975.94335948167,0.008706578784998031
2018-05-15,4110.0,4139.5,4077.14990234375,4109.2998046875,4013.6328125,211226,23.072433984017607,20.519891588186063,4109.2998046875,,0.010891451474815817,0.1781216040105526,4371.428701507228,104032.90256078469,0.0005478384989225926
2018-05-16,4090.0,4090.0,3970.14990234375,3990.75,3897.842529296875,218521,16.56345808731976,19.728604888012804,,3990.75,-0.5919834148489354,0.07267656861001585,-230745.8131036575,101031.63168905958,-0.02884914956856388
2018-05-17,3998.0,4019.800048828125,3940.0,3957.800048828125,3865.659912109375,241558,8.707801434353314,17.524444197280907,,,-0.16288963291415634,0.060838309027669873,-62967.5924054466,100197.46193950225,-0.008256581136847685
2018-05-18,3931.050048828125,3941.050048828125,3851.449951171875,3858.85009765625,3769.013671875,382059,-5.255821106573876,12.968391136509952,,,-0.43813260410177335,0.034183062264228445,-165132.77749537805,97692.40246773002,-0.025001250682477827
2018-05-21,3899.949951171875,4019.0,3814.199951171875,3852.25,3762.567138671875,516801,-16.650339180694573,7.044645073069049,,,-0.022181178242060208,0.033424841667286154,-8345.817235059933,97525.30906584061,-0.001710379384847971
2018-05-22,3840.0,3881.050048828125,3720.0,3755.550048828125,3668.11865234375,976312,-32.922272886814426,-0.9487385189076463,,,-0.17683566547735147,0.0275141375475765,-64865.42029370927,95077.21512346844,-0.025102200317184797
2018-05-23,3750.0,3750.0,3690.050048828125,3700.800048828125,3614.64306640625,333394,-49.561615006145985,-10.671313816355314,,,0.013831163331547488,0.027894690077923695,4999.4718636710495,93691.13406396276,-0.014578423743037083
2018-05-24,3700.0,3723.949951171875,3631.75,3658.39990234375,3573.230224609375,398238,-65.33692039960533,-21.604435133005317,,,0.12226087686187584,0.03130511934664091,43686.626049009974,92617.71795026102,-0.011457021704753045
2018-05-25,3693.89990234375,3700.0,3662.0,3682.14990234375,3596.42724609375,271222,-75.10143521453529,-32.30383514931131,,,-0.14025364010596092,0.02691446240432298,-50441.201264090494,93218.9820888909,0.006491909204563662
2018-05-28,3691.0,3744.949951171875,3685.0,3730.300048828125,3643.456298828125,369098,-78.14423395152971,-41.47191490975499,,,-0.4224244403691542,0.015545135685340206,-153908.49880419407,94437.96974650718,0.013076639398555301
2018-05-29,3750.0,3775.0,3701.0,3716.050048828125,3629.5380859375,347743,-80.7479452843072,-49.32712098466544,,,0.15842510335077037,0.018007875412891977,57500.99463802057,94077.21126332926,-0.003820068041035074
2018-05-30,3690.0,3732.699951171875,3690.0,3706.64990234375,3620.35693359375,201412,-82.60008517320102,-55.98171382237256,,,0.12477615655652233,0.020254828894661337,45173.42235365848,93839.23684668647,-0.002529607072256579
2018-05-31,3706.050048828125,3764.949951171875,3686.699951171875,3744.89990234375,3657.716064453125,733987,-80.12966484468325,-60.811304026834705,,,-0.5776856290095187,0.008553905324168729,-211301.00054318245,94807.58123742013,0.010319291275880715
2018-06-01,3749.89990234375,3749.89990234375,3660.0,3688.14990234375,3602.287109375,232438,-81.70267479473023,-64.98957818041382,,,0.9215332682334881,0.016436613653709773,331962.74130177085,93370.8690736343,-0.015153943090570499
2018-06-04,3702.800048828125,3725.89990234375,3626.0,3711.14990234375,3624.751953125,200526,-80.21193807702139,-68.03405015973533,,,-0.40529271400988126,0.009774973896865869,-146908.5556694649,93953.15524929253,0.00623618904030554
2018-06-05,3710.0,3710.0,3636.050048828125,3676.85009765625,3591.250732421875,204863,-80.80234784912773,-70.58770969761382,,,0.6287944000592359,0.015921422743940337,225815.83497555045,93084.80744771457,-0.009242365733013957
2018-06-06,3665.0,3723.39990234375,3631.35009765625,3696.35009765625,3610.296875,200850,-78.82474472589502,-72.23511670327007,,,-0.3743608239398555,0.009961065807224077,-135155.37127924853,93578.48128076128,0.005303452542824605
2018-06-07,3724.89990234375,3734.75,3702.39990234375,3723.14990234375,3636.472412109375,149988,-74.28897584596507,-72.64588853180906,,,-0.5237222985620706,0.004744233526536636,-190450.16903274794,94256.9482030704,0.007250342629745221
2018-06-08,3714.0,3729.050048828125,3664.60009765625,3715.14990234375,3628.65869140625,281709,-70.5120295050051,-72.21911672644828,3715.14990234375,,0.1560948685676011,0.005484784035315379,56641.5001511742,94054.41745785282,-0.0021487182116851633
2018-06-11,3728.0,3830.0,3714.949951171875,3790.10009765625,3701.864013671875,283522,-60.909586812066664,-69.95721074357196,,,-1.456963623010129,-0.002506346784205831,-539348.1205250192,95951.89102206929,0.020174204886111546
2018-06-12,3814.89990234375,3814.89990234375,3755.35009765625,3766.199951171875,3678.520263671875,262627,-54.55435864167839,-66.87664032319324,,,0.44114630690483725,-0.0036120124118810487,162276.5629193456,95346.82369712867,-0.006305940705670143
2018-06-13,3776.0,3835.0,3746.89990234375,3800.60009765625,3712.119384765625,239285,-46.27321741077094,-62.755955740708785,,,-0.6108424517197627,-0.0014056418945654157,-226752.01060666912,96217.70906561281,0.009133914006257404
2018-06-14,3790.0,3790.0,3745.0,3767.0,3679.3017578125,235397,-41.875744039103665,-58.57991340038777,,,0.5548047708372463,-0.002185498723759014,204129.41685842414,95367.07993569893,-0.008840734829473451
2018-06-15,3765.0,3792.0,3671.85009765625,3691.64990234375,3605.705810546875,588115,-43.82411546381172,-55.628753813072564,,,1.1717560834159557,-0.004746370148621446,422500.771851656,93459.48141624584,-0.020002680556477248
2018-06-18,3686.550048828125,3708.0,3641.0,3669.5,3584.072021484375,238900,-46.576969519906925,-53.81839695443944,,,0.3337656450733085,-0.006330545443032778,119624.01102399292,92898.73608285352,-0.0060000007935984145
2018-06-19,3652.0,3660.0,3612.39990234375,3648.0,3563.072265625,249879,-49.87816653246864,-53.03035087004528,,,0.31533216687930465,-0.008326770055112212,112355.12982670846,92354.42481742965,-0.005859108870418295
2018-06-20,3653.0,3663.0,3625.0,3651.35009765625,3566.34423828125,222658,-51.635150230330964,-52.75131074210242,,,-0.04869782172877219,-0.00792127449139188,-17367.319593925415,92439.23397373041,0.0009183381733142149
2018-06-21,3673.0,3673.0,3600.0,3616.89990234375,3532.696044921875,321887,-55.1074560139582,-53.22253979647358,,3616.89990234375,0.497704704093895,-0.011863730068176592,175823.9439691515,91567.07665774468,-0.009434919794355845
2018-06-22,3624.0,3654.699951171875,3563.0,3641.050048828125,3556.283935546875,330296,-55.31826321892004,-53.64168448096288,,,-0.35536809041597345,-0.007647738968638109,-126378.98311522958,92178.4720797082,0.00667702926164071
2018-06-25,3653.0,3770.0,3631.60009765625,3752.0,3664.65087890625,498922,-46.20836155061943,-52.155019894894195,3752.0,,-1.634567286865433,0.004853004967983731,-599011.8444442813,94987.33083335531,0.03047196541766417
2018-06-26,3752.0,3863.949951171875,3750.0,3840.10009765625,3750.699951171875,582262,-31.680069731751246,-48.06002986226561,,,-1.2246435538466167,-0.0010901962828431516,-459327.0517615457,97217.71292575198,0.023480836262326665
2018-06-27,3850.0,3857.39990234375,3750.0,3773.14990234375,3685.30810546875,394258,-25.15292201258262,-43.478608292329014,,,0.8379060170512771,-0.0020036783080043643,308794.18362601084,95522.76377865607,-0.017434492229346343
2018-06-28,3773.14990234375,3784.949951171875,3685.60009765625,3721.39990234375,3634.763427734375,545895,-23.784470917827093,-39.539780817428635,,,0.5963171006553784,-0.0031985059472796006,216747.15887947672,94212.65152391017,-0.013715331046840862
2018-06-29,3749.0,3830.39990234375,3715.050048828125,3818.60009765625,3729.700439453125,320835,-14.867951650436225,-34.605414984030155,,,-1.0327463422181642,0.00010473937033645124,-385183.4486414694,96673.40798842514,0.026119255619715398
2018-07-02,3798.0,3826.800048828125,3734.10009765625,3777.300048828125,3689.3623046875,224587,-10.93049628947756,-29.87043124511964,,,0.3742707801624045,0.00014394025618599387,138082.0508077157,95627.84815781818,-0.01081549462418796
2018-07-03,3785.0,3785.0,3730.35009765625,3749.85009765625,3662.551025390625,244401,-9.859822816231826,-25.86830955934208,,,0.21707395714795139,0.00017518593718917746,79504.44443378299,94932.90287086145,-0.007267082523770174
2018-07-04,3758.0,3805.0,3735.0,3790.64990234375,3702.401123046875,190572,-5.729688255597921,-21.84058529859325,,,-0.28145810256171,0.00012587843571241667,-104207.07950151178,95965.81283551965,0.010880382848637238
2018-07-05,3797.0,3963.14990234375,3793.35009765625,3936.25,3844.611572265625,499755,8.915891047312925,-15.689290029412016,,,-0.838904090423714,2.02785010971318e-05,-322526.0374063979,99651.89138277083,0.038410325777177734
2018-07-06,3910.25,3998.0,3890.0,3954.35009765625,3862.2900390625,327395,21.69899023370499,-8.211633976788615,,,-0.07214320293169506,1.881554507733082e-05,-27863.797406915033,100110.11521629531,0.004598309979358506
2018-07-09,3960.0,4014.60009765625,3890.5,3899.25,3808.472900390625,282644,27.173851864789413,-1.13453680847301,,,0.11442088501431683,2.096843639710579e-05,43576.88398157374,98715.18114905458,-0.013934046378166642
2018-07-10,3910.0,3974.0,3901.14990234375,3959.800048828125,3878.056396484375,186488,36.70442004631059,6.43325456248371,,,-0.020728790684712582,2.0533786068044476e-05,-8038.741930623536,100518.7773939365,0.01552863982256203
2018-07-11,3945.800048828125,3962.0,3921.25,3951.800048828125,3870.221435546875,236871,43.128094301247984,13.772222510236565,,,-0.012997309230404121,2.026690210084714e-05,-5030.246478794129,100315.69610427793,-0.0020203040308480746
2018-07-12,3961.0,4050.0,3939.050048828125,3946.949951171875,3865.471435546875,558480,47.29048188786601,20.475874385762456,,,-0.016902923518220214,1.9924332204685264e-05,-6533.776803691373,100192.57664860057,-0.0012273135270819413
2018-07-13,3981.699951171875,4024.25,3950.0,3963.75,3881.9248046875,237239,51.32520836850972,26.64574118231191,,,0.08715550622051407,2.1660847464090297e-05,33833.112146250925,100619.04609126419,0.004256463607585692
2018-07-16,3964.0,3977.550048828125,3834.199951171875,3864.0,3784.233642578125,284241,46.108389022756455,30.53827075040082,,,-0.6705574044665786,7.136005810023435e-06,-253754.58892622936,98086.902364234,-0.025165562913907258
2018-07-17,3876.0,3925.5,3840.300048828125,3895.199951171875,3814.78955078125,175938,43.93319401852341,33.21725540402534,,,0.24658218436420168,8.89561771029465e-06,94065.91403213723,98878.90800332782,0.008074521524812361
2018-07-18,3906.0,3977.60009765625,3810.0,3849.35009765625,3769.886474609375,798285,38.14630645427678,34.203065614075626,,,-0.39099324609456043,5.417491265730283e-06,-147400.0150115498,97715.02541458685,-0.011770860056062316
2018-07-19,3841.0,3878.199951171875,3783.0,3857.25,3777.623046875,342317,33.79486690285921,34.12142587183234,,3857.25,0.07019163325246776,5.79775382580287e-06,26515.753147231982,97915.5564811452,0.002052269121626482
2018-07-20,3830.0,3885.0,3830.0,3871.699951171875,3791.77490234375,196849,31.129415646089,33.523023826683676,,,0.12782680572782484,6.538862177751527e-06,48469.04738055365,98282.37095317405,0.0037461795766089434
2018-07-23,3885.0,4043.89990234375,3879.050048828125,4009.64990234375,3926.876953125,257170,39.46371953121434,34.711162967589814,4009.64990234375,,1.194435161373695,1.4349109078234525e-05,469039.9907200503,101784.20062750675,0.03563033109787361
2018-07-24,4050.0,4230.0,4050.0,4136.7998046875,4051.40234375,548782,55.477365194418326,38.86440341295552,,,1.1007274175340198,3.0143566857833574e-05,445948.96392272133,105011.88448261384,0.031710973636233764
2018-07-25,4135.0,4135.0,3984.300048828125,4044.85009765625,3961.350830078125,247468,60.20785155849535,43.133093042063486,,,-0.8638486277942936,4.104087990868494e-06,-342200.74787747744,102677.75956762391,-0.022227255698247683
2018-07-26,4045.0,4172.9501953125,4039.949951171875,4142.7998046875,4057.278076171875,839947,70.88025963402879,48.68252636045655,,,1.0445019914959226,8.390816070605136e-06,423783.5030614269,105164.18279366373,0.024215905328112353
2018-07-27,4175.0,4189.9501953125,4100.2001953125,4124.64990234375,4039.50341796875,190337,77.01615921393795,54.34925293115283,,,-0.21327482373063797,6.601266252190621e-06,-86152.43794265948,104703.46568991223,-0.004381071545676352
2018-07-30,4130.5,4250.0,4125.0,4243.35009765625,4155.7529296875,329539,90.21927623884994,61.52325759269226,,,1.5640719815759823,1.6926121840165066e-05,649989.6719676522,107716.63971213739,0.02877824739623369
2018-07-31,4236.2998046875,4243.0,4171.4501953125,4193.7998046875,4107.22509765625,251535,95.66429270614435,68.35146461538268,,,-0.7184234387817661,4.7659991825145255e-06,-295072.6778508978,106458.8038668976,-0.01167716352136916
2018-08-01,4205.5,4229.9501953125,4153.35009765625,4193.0498046875,4106.49072265625,159147,98.78155725794295,74.43748314389474,,,-0.012221294337038491,4.707752503694931e-06,-5018.663181389993,106439.76895105274,-0.00017883543204944008
2018-08-02,4187.0,4224.0,4152.0,4183.5,4097.1376953125,135635,99.35203234936216,79.42039298498823,,,-0.16954033559691606,3.90959856431127e-06,-69463.00998500564,106197.33955410583,-0.00227753189976998
2018-08-03,4200.0,4220.7998046875,4152.0,4167.75,4081.713623046875,205260,97.43635855251114,83.02358609849281,,,-0.2989857729620059,2.7406842155895166e-06,-122037.43025962193,105797.54936849071,-0.003764790247400507
2018-08-06,4175.0,4210.0,4137.0498046875,4177.7998046875,4091.5556640625,184759,95.61020875220674,85.54091062923561,,,0.20019080589874236,3.2893439974223444e-06,81909.18257682359,106052.65394377448,0.0024113261801932406
2018-08-07,4170.0,4269.0,4165.0498046875,4206.7001953125,4119.85986328125,461061,95.34777441611732,87.50228338661195,,,0.591747289929128,5.2358043935416615e-06,243791.59089844674,106786.29554402619,0.006917610219755899
2018-08-08,4212.0,4260.0,4191.25,4244.10009765625,4156.4873046875,297215,96.97742632291465,89.39731197387249,,,0.7779353822737982,9.308921885942326e-06,323347.85402882594,107735.67462798224,0.00889055568671715
2018-08-09,4242.0,4319.9501953125,4215.5,4310.7998046875,4221.81005859375,336669,102.35999520739506,91.989848620577,,,1.4049552378913286,2.2387540448718223e-05,593145.4155203586,109428.83292362069,0.015715865671519946
2018-08-10,4315.0,4333.2001953125,4230.0,4246.2001953125,4158.54443359375,287805,100.36378142506601,93.66463518147481,,,-1.3785071298481695,-8.473843679604135e-06,-573258.3151499402,107788.99517349711,-0.01498552758231908
2018-08-13,4226.0,4226.0,4175.0,4194.2001953125,4107.6171875,155075,93.59347713314082,93.65040357180803,,4194.2001953125,-1.1470556590989778,1.2461266674058932e-06,-471166.5540334102,106468.96679071635,-0.0122462431369591
2018-08-14,4194.0,4339.9501953125,4194.0,4299.10009765625,4210.3515625,455836,95.41785009948853,94.00389287734413,4299.10009765625,,2.3422620074542793,4.164881816946331e-06,986174.6502869511,109131.83001794838,0.025010704653771088
2018-08-16,4285.0,4285.0498046875,4200.0498046875,4213.5,4126.5185546875,430146,89.07228584478116,93.01757147083154,,4213.5,-1.8717270919088005,-3.6306403144304663e-06,-772371.657407294,106958.88806222848,-0.01991116645618851
2018-08-17,4260.0,4308.5498046875,4204.4501953125,4285.7001953125,4197.228515625,262047,88.72630177875999,92.15931753241723,,,1.593902646513528,-9.417527520139893e-06,668997.3639076734,108791.68214677401,0.01713544447905546
2018-08-20,4291.89990234375,4339.7998046875,4273.0,4300.7001953125,4211.9189453125,135703,88.61599182428381,91.45065239079057,,,0.32256046322422627,-1.2455249559463117e-05,135859.85260628944,109172.45640083533,0.003500011507199252
2018-08-21,4305.0,4393.0,4304.60009765625,4350.2001953125,4260.39794921875,271157,91.38696876045742,91.43791566472395,,,1.0525930323080548,-2.5565558461411962e-05,448446.5196207182,110429.02662667056,0.011509753703350833
2018-08-23,4375.0,4383.89990234375,4304.0,4347.25,4257.5078125,189320,92.28596293219834,91.60752511821883,4347.25,,-0.06202896553291787,-2.3979753316779245e-05,-26408.880535769105,110354.11461411358,-0.0006781746080740669
2018-08-24,4331.0,4399.0,4280.0,4316.0,4226.90283203125,241765,89.49718826659955,91.18545774789497,,4316.0,-0.65851823191073,-8.188648560958313e-06,-278349.2579407676,109560.83702751817,-0.007188452469952256
2018-08-27,4330.0,4380.0,4320.64990234375,4370.7998046875,4280.5712890625,200121,90.5735843086768,91.06308306005134,,,1.1577703617724424,-1.766922316780641e-05,495591.8569930621,110951.91728367194,0.012696896359476462
2018-08-28,4381.0,4460.0,4350.0,4427.64990234375,4336.24755859375,301809,94.82614875657237,91.81569619935556,4427.64990234375,,1.184433668877969,-3.859724599067497e-05,513599.76049883314,112395.03980974197,0.013006795139708816
2018-08-29,4434.9501953125,4434.9501953125,4375.5,4401.9501953125,4311.0791015625,177155,95.0695499852618,92.46646695653682,,,-0.5329168534227288,-1.802812310654143e-05,-229744.6709661172,111742.67628765226,-0.005804367463119853
2018-08-30,4403.0,4445.0,4386.0,4426.39990234375,4335.02392578125,332154,96.08696370626876,93.19056630648322,,,0.513582155474876,-2.7287045430765396e-05,222639.09318378931,112363.32338746324,0.005554289791212419
2018-08-31,4426.0,4493.64990234375,4398.0498046875,4475.5,4383.1103515625,299423,99.62502877842599,94.47745880087177,,,1.0337200732754321,-5.5494212032926245e-05,453090.91537914926,113609.71803328567,0.011092558001876807
2018-09-03,4470.0,4470.0,4354.39990234375,4373.5498046875,4283.26416015625,150383,93.29675077373759,94.24131719544494,,4373.5498046875,-2.152173611518851,6.393896669636952e-05,-921832.8096652734,111021.71619383442,-0.022779621341190937
2018-09-04,4373.5,4373.5,4176.0,4201.14990234375,4114.423828125,325798,73.80674293539232,90.15440234343441,,,-3.714862005093052,-0.0001735854713288836,-1528451.6751951068,106645.39413571451,-0.03941875822677832
2018-09-05,4198.0,4250.0,4106.0,4159.4501953125,4073.585205078125,384529,54.43790939522387,83.01110375379231,,,-0.8948474457473806,-1.8252955691376938e-05,-364523.731579848,105586.86170621062,-0.009925784130670134
2018-09-06,4209.0,4271.89990234375,4130.0498046875,4153.2001953125,4067.463623046875,373709,38.15419099635801,74.03972120230546,,,-0.1247449741569115,-1.597599120536887e-05,-50739.56445411601,105428.19100145869,-0.001502602436986411
2018-09-07,4184.2998046875,4287.7001953125,4150.0,4268.2001953125,4180.09033203125,196079,33.945953184074824,66.02096759865933,,,2.0501351470944056,-4.872893228516671e-05,856975.010772679,108347.46239196119,0.02768949113741126
2018-09-10,4260.0,4260.0,4138.0,4154.64990234375,4068.8837890625,337900,21.390875080828664,57.0949490950932,,,-1.7564126578410666,3.6859181183580306e-05,-714663.8990393695,105465.00154184083,-0.026603787960427727
2018-09-11,4154.75,4187.9501953125,4089.10009765625,4107.60009765625,4022.804931640625,318329,7.634698481032501,47.20289897228106,,,-0.6465827374903179,1.3026670912249336e-05,-260107.62250897466,104270.64283783764,-0.011324613575973697
2018-09-12,4138.0,4138.2998046875,4056.0,4096.35009765625,4011.787353515625,233072,-4.108832990101291,36.94055257980459,,,-0.12927836074355548,1.1342604250767985e-05,-51863.729271422664,103985.06847538866,-0.0027388255264720884
2018-09-14,4141.89990234375,4199.39990234375,4095.449951171875,4189.10009765625,4102.623046875,635121,-6.016629025823931,28.349116258678883,,,0.8364153956775567,2.0829733073188026e-05,343149.7079067817,106339.51923801612,0.02264210767850816
2018-09-17,4156.0,4174.9501953125,4090.64990234375,4103.5,4018.789794921875,210529,-14.130328309037395,19.85322734513563,,,-0.5792875871870633,8.763327259470361e-06,-232803.5043712286,104166.5709541992,-0.020434006268826632
2018-09-18,4102.0,4112.89990234375,4027.35009765625,4059.949951171875,3976.138427734375,268420,-23.728574095071053,11.136867057094292,,,-0.21070206021331697,6.916876151576435e-06,-83778.05584169718,103061.05240430034,-0.010612903333282575
2018-09-19,4088.0,4088.0,4045.75,4050.699951171875,3967.07958984375,322516,-31.700798470330938,2.569333951609247,,,-0.025373129007770612,6.741373360651714e-06,-10065.72222171992,102826.24836426602,-0.0022783532090906444
2018-09-21,4064.449951171875,4099.7001953125,3910.5,4069.35009765625,3985.3447265625,551314,-36.128532604775955,-5.170239359667795,,,0.01182966835916605,6.821121571793541e-06,4714.530641218568,103299.67861493649,0.004604178712120932
2018-09-24,4060.0,4060.0,3926.800048828125,3974.89990234375,3892.844482421875,421511,-46.56477076002102,-13.44914563973844,,,0.12000176543002472,7.639668202621592e-06,46714.821043515585,100902.08288680698,-0.023210142417311008
2018-09-25,3970.0,4049.0,3950.0,4028.699951171875,3945.53369140625,248960,-50.00753018477735,-20.760822548746223,,,-0.18203266235609075,6.248999060181214e-06,-71821.60022623344,102267.78114580194,0.013534944313038588
2018-09-26,4040.199951171875,4102.35009765625,4024.800048828125,4067.550048828125,3983.58154296875,283138,-49.099806188534785,-26.428619276703934,,,-0.20020224294892724,4.997935432147196e-06,-79752.19598722922,103253.97709823718,0.009643333613104987
